Agency Name,State Name [District] Latest available year,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2021-22,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2020-21,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2019-20,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2018-19,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2017-18,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2016-17,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2015-16
FRANKLIN PIERCE SCHOOL DISTRICT,Washington,21076,23262,24161,18760,16260,12731,13098
FRANKLIN PUBLIC SCHOOL DISTRICT,Wisconsin,14459,15212,13921,18034,17939,12748,12639
FRANKLIN PUBLIC SCHOOLS,Nebraska,23036,21566,18699,21114,17529,18014,18284
FRANKLIN REGIONAL SD,Pennsylvania,20738,26930,23249,17034,16639,15281,14980
FRANKLIN SAU OFFICE,New Hampshire,†,†,†,†,†,†,†
FRANKLIN SCHOOL DISTRICT,New Hampshire,20258,18203,18042,18695,15446,13237,13230
FRANKLIN SCHOOL DISTRICT,Vermont,†,†,†,12792,14281,14272,13229
FRANKLIN SCHOOL DISTRICT,Connecticut,33722,36429,32108,31286,28939,28284,27497
FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,New York,22253,19300,19296,18505,17818,17741,17847
FRANKLIN SSD,Tennessee,27867,24401,17327,17114,15071,17648,14216
FRANKLIN TOWNE CHARTER ELEMENTARY SCHOOL,Pennsylvania,14205,17007,11680,11378,12343,12378,11600
FRANKLIN TOWNE CHS,Pennsylvania,13370,14941,12539,12088,13920,18565,15179
FRANKLIN TOWNSHIP COM SCH CORP,Indiana,12954,11669,12238,13333,10352,9845,9347
FRANKLIN TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,31320,28451,27056,28259,29656,26413,23677
FRANKLIN TOWNSHIP SCHOOL DISTRICT,New Jersey,34904,30066,26062,25742,23228,24540,21662
FRANKLIN TOWNSHIP SCHOOL DISTRICT,New Jersey,30315,29175,25563,26821,26085,24788,22745
FRANKLIN WEST SUPERVISORY UNION,Vermont,–,†,–,–,†,†,–
FRANKLIN-ESSEX-HAMILTON BOCES,New York,†,†,†,†,†,†,†
FRANKLIN-JEFFERSON CO SP ED DIST,Illinois,–,†,–,–,†,†,–
FRANKLIN-MCKINLEY ELEMENTARY,California,21746,20227,17838,17960,12771,11280,10057
FRANKLINTON HIGH SCHOOL,OHIO,14643,14216,†,†,†,†,†
FRANKLINTON PREP HIGH SCHOOL,OHIO,12311,11929,†,†,†,†,†
FRANKLINTON PREPARATORY ACADEMY,Ohio,†,†,10709,10316,9525,8411,9386
FRANKLINVILLE CENTRAL SCHOOL DISTRICT,New York,30842,38341,28410,29065,27941,26498,24780
FRANKLN/JOHNSN/MASSC/WILLIMSN ROE,Illinois,–,†,–,–,†,†,–
FRANKSTON ISD,Texas,14967,12997,12762,12090,10227,10807,9733
FRANKTON-LAPEL COMMUNITY SCHOOLS,Indiana,10797,9543,9420,10157,8820,10989,10236
FRASER PUBLIC SCHOOLS,Michigan,15918,14282,14129,14583,13738,11342,11307
FRAZEE-VERGAS PUBLIC SCHOOL DIST.,Minnesota,19446,18449,18053,13706,12718,13204,12424
FRAZER ELEM,Montana,34920,34300,28573,23968,19485,22010,19318
FRAZER H S,Montana,51125,31543,45276,60875,41763,40261,39780
FRAZIER SD,Pennsylvania,19304,17775,16675,15510,16071,15394,16657
FREDERIC SCHOOL DISTRICT,Wisconsin,22821,25715,27950,16580,16548,15498,15851
FREDERICK,Oklahoma,12566,11007,11085,9700,10189,8356,9221
FREDERICK A. DOUGLASS HIGH SCHOOL,LOUISIANA,16335,12931,13183,12588,12506,13517,–
FREDERICK AREA SCHOOL DISTRICT 06-2,South Dakota,16833,16475,15430,16074,16019,13794,13297
FREDERICK COUNTY PUBLIC SCHOOLS,Maryland,16833,17872,16215,15189,16205,15594,15050
FREDERICK COUNTY PUBLIC SCHOOLS,Virginia,15957,17184,15936,14324,13246,13114,14534
FREDERICK DOUGLASS INTERNATIONAL ACADEMY,MICHIGAN,†,†,†,†,†,13186,14615
FREDERICK DOUGLASS MASTERY CS,Pennsylvania,19786,15990,15172,14595,14359,14276,15852
FREDERICKSBURG CITY PUBLIC SCHOOLS,Virginia,17397,15383,14058,13886,14523,14224,13787
FREDERICKSBURG ISD,Texas,17544,19312,16223,16445,14150,16726,13105
FREDERICKTOWN LOCAL,Ohio,11815,11547,11339,10460,10251,9607,9231
FREDERICKTOWN R-I,Missouri,11359,9581,9812,9734,9578,9051,8585
FREDON TOWNSHIP SCHOOL DISTRICT,New Jersey,30537,31236,27408,32849,27185,20926,21089
FREDONIA,Kansas,15101,15336,13164,12157,11979,12070,11476
FREDONIA CENTRAL SCHOOL DISTRICT,New York,22498,20674,23472,21257,19205,18276,19857
FREDONIA-MOCCASIN UNIFIED DISTRICT (4195),Arizona,20259,29492,12162,11729,11859,10627,–
FREEBURG CCSD 70,Illinois,14326,15013,13294,13964,13067,10569,10347
FREEBURG CHSD 77,Illinois,19877,18751,16686,16371,15706,12554,13714
FREEDOM,Oklahoma,36283,45119,43511,31597,31493,27864,25795
FREEDOM ACADEMY CHARTER SCHOOL,Minnesota,†,†,†,†,†,6865,20537
FREEDOM ACADEMY INC. (89506),Arizona,9142,7574,8402,7877,7909,7792,6927
FREEDOM AREA SCHOOL DISTRICT,Wisconsin,14361,13504,12884,12898,11834,11514,11123
FREEDOM AREA SD,Pennsylvania,19762,19045,17865,18688,17044,15668,16363
FREEDOM PREP CHARTER SCHOOL,New Jersey,22628,17482,17376,18392,17699,17022,16675
FREEDOM PREPARATORY ACADEMY,Utah,13779,12647,8480,8584,32526,8209,6876
FREEDOM PREPARATORY ACADEMY (1000979),ARIZONA,12381,6926,†,†,†,†,†
FREEDOM SCHOOL DISTRICT,New Hampshire,146694,73255,70667,57672,52205,33912,26740
FREEHOLD BOROUGH SCHOOL DISTRICT,New Jersey,26243,22264,21131,26872,27467,17150,15412
FREEHOLD REGIONAL HIGH SCHOOL DISTRICT,New Jersey,22768,20795,20277,20438,20116,19577,20795
FREEHOLD TOWNSHIP SCHOOL DISTRICT,New Jersey,28011,25391,24086,22829,22384,20780,20935
FREELAND COMMUNITY SCHOOL DISTRICT,Michigan,11894,11103,9865,9422,9554,9480,9214
FREEMAN PUBLIC SCHOOLS,Nebraska,16208,14612,15462,15229,14238,14594,13350
FREEMAN SCHOOL DISTRICT,Washington,17328,15115,14598,14050,12863,12036,12170
FREEMAN SCHOOL DISTRICT 33-1,South Dakota,14319,14896,15009,14525,13472,14941,13657
FREEPORT AREA SD,Pennsylvania,18177,16824,16551,16552,15575,15617,21075
FREEPORT SD 145,Illinois,21914,20384,20981,18169,16836,14028,13828
FREEPORT UNION FREE SCHOOL DISTRICT,New York,29112,27368,26260,25793,25167,24177,23013
FREER ISD,Texas,17475,18172,18883,18703,14734,18848,17788
FREETOWN-LAKEVILLE,Massachusetts,18218,18111,15611,15551,15032,15053,13509
FREIRE CHARTER SCHOOL WILMINGTON,DELAWARE,18159,15012,15279,14338,17221,13354,12808
FREIRE CS,Pennsylvania,22072,16930,15431,14712,13667,12426,12602
FRELINGHUYSEN TOWNSHIP SCHOOL DISTRICT,New Jersey,26240,22800,20591,19534,20824,20440,18917
FREMONT CITY,Ohio,20172,27808,28661,16609,13921,12874,11464
FREMONT COMMUNITY SCHOOLS,Indiana,18530,15773,17358,15762,16986,15653,13013
FREMONT COUNTY JOINT DISTRICT,Idaho,10742,10086,8522,7955,8339,7575,7612
FREMONT COUNTY SCHOOL DISTRICT # 1,Wyoming,20270,19903,20122,18511,17384,17845,18295
FREMONT COUNTY SCHOOL DISTRICT # 2,Wyoming,34716,34176,32420,30055,32940,38943,42597
FREMONT COUNTY SCHOOL DISTRICT # 6,Wyoming,26982,26294,32188,26012,27039,26253,26097
FREMONT COUNTY SCHOOL DISTRICT #14,Wyoming,40177,33186,29719,27974,28101,32940,42527
FREMONT COUNTY SCHOOL DISTRICT #21,Wyoming,47014,47890,43223,42686,46837,111651,53208
FREMONT COUNTY SCHOOL DISTRICT #24,Wyoming,22399,22785,21566,21834,21340,55614,85636
FREMONT COUNTY SCHOOL DISTRICT #25,Wyoming,22335,23181,19097,18886,18686,19632,23956
FREMONT COUNTY SCHOOL DISTRICT #38,Wyoming,41274,37319,37192,30544,31608,36054,34280
FREMONT PUBLIC SCHOOL DISTRICT,Michigan,14563,13696,12502,12450,11953,11814,11597
FREMONT PUBLIC SCHOOLS,Nebraska,13169,12694,12043,11942,11942,11671,11470
FREMONT RE-1,Colorado,15075,16634,23671,15000,11477,10177,9624
FREMONT RE-1 CANON CITY AU,Colorado,†,†,†,†,†,†,†
FREMONT RE-2,Colorado,11320,12551,10567,11570,10900,10414,11026
FREMONT RE-3,Colorado,20596,17182,13039,14154,14769,14305,14005
FREMONT SAU OFFICE,New Hampshire,†,†,†,†,†,†,–
FREMONT SCHOOL DISTRICT,New Hampshire,41176,31901,31652,30260,28855,18197,16819
FREMONT SD 79,Illinois,14288,28602,18874,18841,17397,18672,17300
FREMONT UNIFIED,California,17940,14530,15194,15602,13681,13688,13303
FREMONT UNION HIGH,California,29340,27100,22878,24321,23396,18582,15974
FREMONT-MILLS COMM SCHOOL DISTRICT,Iowa,13674,14277,12731,13150,19632,15077,13437
FRENCH GULCH-WHISKEYTOWN ELEMENTARY,California,23083,16933,22640,20522,29552,20871,11780
FRENCHBORO PUBLIC SCHOOLS,Maine,91500,67000,64333,36750,49333,33800,38750
FRENCHGLEN SD 16,Oregon,46143,35667,93000,8416,7877,8040,10900
FRENCHTOWN BOROUGH SCHOOL DISTRICT,New Jersey,31550,30028,26270,26562,27818,29946,31993
FRENCHTOWN K-12 SCHOOLS,Montana,11877,11686,11165,11106,11009,10975,11449
FRENSHIP ISD,Texas,14009,11444,10275,9983,10279,12060,12340
FRESHWATER EDUCATION DISTRICT,Minnesota,–,†,–,–,†,†,–
FRESHWATER ELEMENTARY,California,15259,11718,14313,14126,11124,10564,10642
FRESNO COUNTY OFFICE OF EDUCATION,California,377192,285651,211661,205372,59978,64347,75787
FRESNO ROP,California,–,†,–,–,†,†,–
FRESNO UNIFIED,California,20737,17402,16286,16252,14843,13156,13290
FREWSBURG CENTRAL SCHOOL DISTRICT,New York,28858,24152,23779,23225,23739,20638,18317
FRIDLEY PUBLIC SCHOOL DISTRICT,Minnesota,19769,17166,16371,17778,17644,20135,17478
FRIEND,Oklahoma,11019,9784,8746,8870,7604,6680,7471
FRIEND PUBLIC SCHOOLS,Nebraska,20880,19971,18623,18163,17123,18324,17272
FRIENDLY HOUSE INC. (4303),Arizona,17767,12270,10570,9867,9174,7540,7135
FRIENDSHIP ACADEMY OF THE ARTS,Minnesota,18689,19053,19337,15726,15770,13317,12981
FRIENDSHIP ASPIRE ACADEMIES ARKANSAS,ARKANSAS,13042,9892,11004,14116,†,†,†
FRIENDSHIP ASPIRE ACADEMY LITTLE ROCK,ARKANSAS,15772,12433,12675,†,†,†,†
FRIENDSHIP ASPIRE ACADEMY SOUTHEAST PINE BLUFF,ARKANSAS,19765,8918,†,†,†,†,†
FRIENDSHIP CENTRAL SCHOOL DISTRICT,New York,37642,31585,28154,28824,26443,26006,24234
FRIENDSHIP PCS,District of Columbia,22668,21673,24210,23693,21566,21696,21459
FRIENDSWOOD ISD,Texas,14667,11429,10185,10044,9859,9731,9397
FRIESS LAKE SCHOOL DISTRICT,Wisconsin,†,†,†,†,16368,14209,13382
FRINK-CHAMBERS,Oklahoma,11637,9213,8828,8171,7373,6624,7144
FRIONA ISD,Texas,18041,24424,19615,12214,12777,11836,11023
FRISCO ISD,Texas,13893,13828,12770,10974,10457,12742,13325
FROID ELEM,Montana,19825,19429,14423,14081,12678,15298,13461
FROID H S,Montana,39343,37259,45864,64300,44083,45962,34400
FROMBERG K-12,Montana,22333,24179,19047,18281,18576,†,18869
FRONT RANGE BOCES,Colorado,†,†,†,†,†,†,†
FRONTENAC PUBLIC SCHOOLS,Kansas,13095,14074,13162,11255,10084,9890,10078
FRONTIER,Massachusetts,24177,23276,21945,21026,24844,20522,20511
FRONTIER,Oklahoma,24115,23149,25959,20084,17479,16090,15329
FRONTIER CENTRAL SCHOOL DISTRICT,New York,21813,20519,20273,18145,16749,15891,15433
FRONTIER ELEM,Montana,23342,21423,16286,16177,13535,11156,13744
FRONTIER INTERNATIONAL ACADEMY,Michigan,11888,9047,9405,9186,9665,8977,8350
FRONTIER LOCAL,Ohio,17271,16540,15924,14571,15500,15267,12473
FRONTIER SCHOOL CORPORATION,Indiana,13483,12791,13116,13380,11210,11869,12315
FRONTIER SCHOOLS,Missouri,15457,13691,14544,13827,14511,12629,14044
FROST ISD,Texas,15098,17094,24816,12159,11182,10132,11289
FRUITLAND DISTRICT,Idaho,8243,7677,7765,7534,6770,6989,6302
FRUITPORT COMMUNITY SCHOOLS,Michigan,17703,17428,18345,20254,13708,11789,11057
FRUITVALE ELEMENTARY,California,16280,14061,13165,13457,11299,10400,9797
FRUITVALE ISD,Texas,18610,14421,14352,12172,11667,16256,11789
FSU LAB SCH,Florida,–,†,–,–,†,†,–
FT DAVIS ISD,Texas,17680,17716,16670,14289,13363,12674,11463
FT HANCOCK ISD,Texas,17450,15489,16173,15610,14849,14856,12938
FT LARNED,Kansas,19061,18952,18745,17820,18841,34869,14098
FT RANSOM 6,North Dakota,24391,25958,19107,24667,18852,13132,12725
FT SAM HOUSTON ISD,Texas,17650,19789,18648,16499,17400,18464,16206
FT TOTTEN 30,North Dakota,23267,20400,21785,20147,18298,18043,19029
FT TOTTEN SPECIAL ED UNIT,North Dakota,†,†,†,†,†,†,†
FT YATES 4,North Dakota,60846,45880,30866,37420,21728,20474,17440
FT YATES SPECIAL ED UNIT,North Dakota,†,†,†,†,†,†,†
FUENTE NUEVA CHARTER DISTRICT,CALIFORNIA,–,†,–,–,†,†,†
FULDA PUBLIC SCHOOL DISTRICT,Minnesota,17196,18674,17014,17390,16316,15847,16232
FULLERTON ELEMENTARY,California,16735,15424,12976,12909,11954,11842,10693
FULLERTON JOINT UNION HIGH,California,17232,16380,15658,16789,16028,14413,11591
FULLERTON PUBLIC SCHOOLS,Nebraska,18625,18020,16363,17154,16869,17684,15312
FULTON 58,Missouri,14583,11608,10098,10123,9243,8982,8677
FULTON CITY SCHOOL DISTRICT,New York,28373,24297,23390,22072,21156,20547,21135
FULTON COUNTY,Kentucky,14699,13510,14109,12132,10891,11214,15843
FULTON COUNTY,Georgia,15569,14692,14492,13850,12797,12745,12726
FULTON COUNTY CENTER FOR CAREER AND TECHNOLOGY,Pennsylvania,–,†,–,–,†,†,–
FULTON INDEPENDENT,Kentucky,19217,16513,16753,14678,13817,13379,12968
FULTON SCHOOLS,Michigan,21601,15162,13331,14142,11570,11950,11924
FUSION CHARTER DISTRICT,CALIFORNIA,13391,9392,11600,12407,†,†,†
FUTURE LEADERS INSTITUTE CHARTER SCHOOL,New York,19157,16214,16885,–,†,†,–
FUTURE PUBLIC SCHOOL INC.,IDAHO,12296,10733,11260,9592,†,†,†
FUTURE SCHOOL OF FORT SMITH,ARKANSAS,12948,19349,9987,9404,8512,17968,†
FUTURES HIGH DISTRICT,CALIFORNIA,12631,12263,17362,31070,†,†,†
G W CARVER COLLEGIATE ACADEMY,LOUISIANA,15113,11679,13141,14999,13045,13048,–
GABRIELLA CHARTER 2 DISTRICT,CALIFORNIA,17878,14124,14561,14779,†,†,†
GABRIELLA CHARTER DISTRICT,CALIFORNIA,17636,13688,13950,12951,†,†,†
GACKLE-STREETER 56,North Dakota,27438,23846,21086,20087,19406,20230,21253
GADSDEN,Florida,13737,12880,12222,12522,11126,10943,9929
GADSDEN,New Mexico,15234,13613,12963,10983,10668,11248,11118
GADSDEN CITY,Alabama,14820,12603,10960,10976,11822,10188,10125
GADSDEN ELEMENTARY DISTRICT (4505),Arizona,11550,9615,8600,8305,7639,8809,7191
GAGE,Oklahoma,†,†,†,†,†,†,11452
GAHANNA-JEFFERSON CITY,Ohio,16816,17197,14852,12822,12504,13101,12687
GAINESVILLE CITY,Georgia,20757,16319,11626,10770,12741,13011,9498
GAINESVILLE ISD,Texas,12216,11250,12228,10247,10056,11846,10197
GAINESVILLE R-V,Missouri,15029,11961,10926,11065,10560,9865,9441
GALATA ELEM,Montana,68500,14455,27667,20714,31143,36750,60000
GALATIA CUSD 1,Illinois,15053,14537,14517,13865,11939,12756,11130
GALAX CITY PUBLIC SCHOOLS,Virginia,15357,13770,12229,11782,12485,11340,10358
GALENA,Kansas,14388,13886,13183,12661,11928,12081,12454
GALENA CITY SCHOOL DISTRICT,Alaska,6074,4905,7226,7302,7578,7607,7596
GALENA PARK ISD,Texas,15150,14171,13871,13495,15154,11711,9895
GALENA R-II,Missouri,13060,14183,10763,11864,11431,12407,13028
GALENA USD 120,Illinois,19393,18989,19144,19616,13820,15636,14864
GALESBURG AREA VOC CTR,Illinois,–,†,–,–,†,†,–
GALESBURG CUSD 205,Illinois,23463,23239,19913,14289,14052,14283,16078
GALESBURG-AUGUSTA COMMUNITY SCHOOLS,Michigan,17851,15180,13331,14129,17282,13420,10942
GALESVILLE-ETTRICK-TREMPEALEAU SCHOOL DISTRICT,Wisconsin,16481,18358,17924,13749,16383,13585,12151
GALETON AREA SD,Pennsylvania,24751,23788,21232,20429,19284,19233,19173
GALIEN TOWNSHIP SCHOOL DISTRICT,Michigan,†,†,†,†,†,†,†
GALION CITY,Ohio,15371,15260,14031,13666,13075,13036,11238
GALLATIN,Montana,–,†,†,†,†,†,†
GALLATIN COUNTY,Kentucky,13150,13268,13684,12428,11743,11275,10285
GALLATIN CUSD 7,Illinois,15134,15624,15306,13699,12932,12511,10846
GALLATIN GATEWAY ELEM,Montana,13138,13739,11682,10909,11834,12027,11416
GALLATIN R-V,Missouri,12644,10991,10256,11690,10743,9588,11215
GALLATIN/MADISON COOP,Montana,–,†,–,–,†,†,–
GALLIA COUNTY LOCAL,Ohio,15333,14544,13956,14870,13681,14736,14857
GALLIA-JACKSON-VINTON,Ohio,43140,†,†,†,†,†,†
GALLIA-VINTON ESC,Ohio,–,†,–,–,†,†,–
GALLIPOLIS CITY,Ohio,13691,11887,11012,10684,11265,11822,10494
GALLOWAY COMMUNITY CHARTER SCHOOL,New Jersey,†,†,†,†,†,†,–
GALLOWAY TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,28247,26108,22717,22272,21122,20516,19224
GALLUP,New Mexico,17740,15761,15540,13987,12461,12901,12193
GALT JOINT UNION ELEMENTARY,California,15962,15122,15122,14808,13237,12269,11349
GALT JOINT UNION HIGH,California,16832,16485,22551,20498,19585,17978,13585
GALVA CUSD 224,Illinois,15963,17549,17836,15925,16459,14301,11261
GALVA-HOLSTEIN COMM SCHOOL DISTRICT,Iowa,20557,29998,20560,16258,13672,14170,12482
GALVESTON ISD,Texas,19342,17197,16694,17629,14429,13800,13275
GALWAY CENTRAL SCHOOL DISTRICT,New York,26542,25119,31441,45584,22842,23075,21592
GANADO ISD,Texas,13629,12975,13788,25185,26654,12401,8977
GANADO UNIFIED SCHOOL DISTRICT (4157),Arizona,17726,15321,16211,15238,13359,16464,17502
GANANDA CENTRAL SCHOOL DISTRICT,New York,33841,31570,24630,32732,24496,21920,21005
GANAS ACADEMY DISTRICT,CALIFORNIA,†,†,†,–,†,†,†
GANS,Oklahoma,12108,10609,9947,9464,8093,7894,7794
GAR LLC DBA STUDENT CHOICE HIGH SCHOOL (78997),Arizona,10247,8148,6500,6440,6062,4641,9317
GARAWAY LOCAL,Ohio,13662,12313,11106,11074,10925,10858,10552
GARBER,Oklahoma,15279,14353,13285,14584,10463,10016,12729
GARDEN CITY,Kansas,14751,12865,13033,12010,11683,10675,10981
GARDEN CITY PUBLIC SCHOOLS,Michigan,23526,18808,15654,15155,14256,13575,12883
GARDEN CITY UNION FREE SCHOOL DISTRICT,New York,29687,28919,27839,28038,27534,27116,26835
GARDEN COUNTY SCHOOLS,Nebraska,22675,24474,19215,20220,20296,19371,19246
GARDEN GROVE UNIFIED,California,18600,16743,16597,16957,16663,15902,15262
GARDEN VALLEY DISTRICT,Idaho,18272,13287,13342,13291,12137,12819,12702
GARDENDALE CITY,ALABAMA,†,†,†,†,†,†,†
GARDINER ELEM,Montana,19095,17681,16650,30682,19059,13140,13965
GARDINER H S,Montana,36854,39146,30276,36730,23530,18120,17205
GARDNER,Massachusetts,62174,20224,17841,16832,15798,14731,14344
GARDNER CCSD 72C,Illinois,22000,20847,18416,15682,10456,13730,12869
GARDNER EDGERTON,Kansas,14773,13949,12838,12381,12727,13578,10829
GARDNER S WILMINGTON TWP HSD 73,Illinois,23709,18779,16274,18578,22308,23405,24137
GARFIELD,Montana,–,†,†,†,†,†,†
GARFIELD ACADEMY,Ohio,†,†,†,†,†,†,10991
GARFIELD COUNTY H S,Montana,24902,21414,24813,27512,32629,36152,30513
GARFIELD DISTRICT,Utah,14710,25606,18566,19801,11894,11392,11912
GARFIELD ELEMENTARY,California,14106,14052,12121,14359,12790,11174,11850
GARFIELD HEIGHTS CITY SCHOOLS,Ohio,16105,16586,15380,15174,14710,14032,13217
GARFIELD PUBLIC SCHOOL DISTRICT,New Jersey,30153,26778,23803,24478,24760,23792,22058
GARFIELD SCHOOL DISTRICT,Washington,31107,26222,21241,20906,26116,22914,23086
GARFIELD SCHOOL DISTRICT NO. RE-2,Colorado,13949,13600,11692,11568,10405,10237,10291
GARLAND ISD,Texas,11836,11347,11077,11136,12462,11597,10591
GARNER ISD,Texas,16216,15551,11940,11960,10939,10870,12399
GARNER-HAYFIELD-VENTURA COMM SCHOOL DISTRICT,Iowa,13429,12731,13063,12680,14042,19178,17262
GARNET VALLEY SD,Pennsylvania,24877,24182,23178,22587,22360,22536,20665
GARNETT,Kansas,14985,15775,14305,13618,11934,12364,11737
GARRARD COUNTY,Kentucky,12888,12114,11164,12428,11436,9535,9748
GARRETSON SCHOOL DISTRICT 49-4,South Dakota,11192,15875,14538,9890,9657,9658,10781
GARRETT COUNTY PUBLIC SCHOOLS,Maryland,30061,18962,16566,15122,15028,15259,14959
GARRETT-KEYSER-BUTLER COM SCH CORP,Indiana,13588,12975,13458,13437,11843,12276,11679
GARRISON 51,North Dakota,19692,20123,17454,15527,14917,14019,15203
GARRISON ELEM,Montana,18643,20167,14667,15824,14667,13563,9381
GARRISON ISD,Texas,17862,11496,12732,11997,11911,11850,11981
GARRISON UNION FREE SCHOOL DISTRICT,New York,83155,58115,47384,43850,44619,45764,40732
GARVEY ELEMENTARY,California,23325,19845,17453,18641,18215,15715,13328
GARVEY/ALLEN VISUAL & PERF ARTS ACAD FOR STEM DIST,CALIFORNIA,16200,11475,17956,–,†,†,†
GARWOOD BORO,New Jersey,31452,30583,29915,25446,27011,23251,24128
GARY COMMUNITY SCHOOL CORP,Indiana,22286,13440,13990,14236,15134,12030,14310
GARY ISD,Texas,15074,12672,11690,12233,10703,10653,11320
GARY LIGHTHOUSE CHARTER SCHOOL,Indiana,16087,10975,11108,11792,10078,12406,10343
GARY MIDDLE COLLEGE,Indiana,15733,10049,9367,7087,8102,7840,7946
GARY MIDDLE COLLEGE WEST,INDIANA,†,10169,6788,8546,†,†,†
GASCONADE C-4,Missouri,15894,14788,57803,18362,17954,10369,11000
GASCONADE CO. R-I,Missouri,13117,12208,11107,12343,11694,10408,9422
GASCONADE CO. R-II,Missouri,10537,10091,9863,9999,9466,9263,9760
GASTON COUNTY SCHOOLS,North Carolina,11856,11130,10622,9936,9644,9931,8501
GASTON SD 511J,Oregon,17208,14864,15458,16334,37581,17732,11903
GATE CITY CHARTER ACADEMY,NORTH CAROLINA,10610,10050,9719,9297,9788,11594,†
GATE CITY CHARTER SCHOOL FOR THE ARTS,New Hampshire,–,†,–,–,†,†,–
GATES CHILI CENTRAL SCHOOL DISTRICT,New York,38022,35028,31606,28335,25802,24495,24314
GATES COUNTY SCHOOLS,North Carolina,17711,14272,12737,12803,12164,11855,11512
GATESVILLE ISD,Texas,12331,14759,12338,10007,9217,9007,9247
GATEWAY,Massachusetts,27707,23778,22138,21178,20497,20082,19892
GATEWAY CHARTER ACADEMY,Texas,11766,8774,8437,7884,8811,9583,7213
GATEWAY CHARTER SCHOOL,Delaware,28433,26291,27119,28326,25212,22407,21514
GATEWAY COLLEGE AND CAREER ACADEMY DISTRICT,CALIFORNIA,22943,19163,13889,10483,†,†,†
GATEWAY HIGH DISTRICT,CALIFORNIA,15850,13493,14522,14267,†,†,†
GATEWAY INTERNATIONAL DISTRICT,CALIFORNIA,25705,11474,10824,11790,†,†,†
GATEWAY MIDDLE DISTRICT,CALIFORNIA,16743,14066,14109,12388,†,†,†
GATEWAY PREPARATORY ACADEMY,Utah,9696,9378,7756,7573,6590,6485,5446
GATEWAY REGIONAL HIGH SCHOOL DISTRICT,New Jersey,35599,27841,28324,28483,26283,24253,22421
GATEWAY SCIENCE ACAD/ST LOUIS,Missouri,13749,10943,13662,10660,10273,9519,9125
GATEWAY SD,Pennsylvania,27223,22038,22658,22515,22992,21085,20027
GATEWAY STEM ACADEMY,MINNESOTA,19412,16538,15152,18903,†,†,†
GATEWAY TO SUCCESS ACADEMY,MICHIGAN,10959,12563,11479,10262,10274,15823,†
GATEWAY UNIFIED,California,16745,16859,15066,16746,14984,14617,13003
GATHERING WATERS CHARTER SCHOOL,NEW HAMPSHIRE,–,†,†,†,†,†,†
GAUDIOR ACADEMY,Michigan,†,†,†,†,†,†,†
GAUSE ISD,Texas,14319,11946,12467,10614,9440,10672,10184
GAVIN SD 37,Illinois,15963,21441,19678,15504,14569,14947,13104
GAYLORD COMMUNITY SCHOOLS,Michigan,14400,12592,11842,11590,11048,10414,10104
GAYVILLE-VOLIN SCHOOL DISTRICT 63-1,South Dakota,11808,11954,10606,9944,16417,13123,8404
GAZELLE UNION ELEMENTARY,California,17921,17763,14270,17206,21500,18633,13976
GEARY,Oklahoma,21109,18487,16789,14562,12664,11721,10341
GEARY COUNTY SCHOOLS,Kansas,19315,25224,17590,13977,12319,11852,12295
GEAUGA COUNTY EDUCATIONAL SERVICE CENTER,Ohio,†,†,–,–,†,†,–
GEE EDMONSON ACADEMY,Michigan,†,†,†,–,10793,10427,12442
GEE WHITE ACADEMY,Michigan,†,†,†,–,10985,9183,9081
GEFF CCSD 14,Illinois,16825,14988,20107,15467,15400,12202,11391
GEIST MONTESSORI ACADEMY,Indiana,10418,9123,7022,12626,6818,8303,6867
GEM CHARTER SCHOOL INC. (6372),Arizona,17000,13825,9091,6897,8172,12412,7600
GEM CITY CAREER PREP HIGH SCHOOL,Ohio,17624,14481,14434,10350,11449,9442,10769
GEM PREP: MERIDIAN LLC,IDAHO,7943,7794,8953,8871,†,†,†
GEM PREP: MERIDIAN NORTH LLC,IDAHO,13551,†,†,†,†,†,†
GEM PREP: MERIDIAN SOUTH LLC,IDAHO,†,†,†,†,†,†,†
GEM PREP: NAMPA LLC,IDAHO,0,†,†,†,†,†,†
GEM PREP: ONLINE LLC,IDAHO,13734,7830,11720,7354,8205,7059,6555
GEM PREP: POCATELLO LLC,IDAHO,8348,7403,7774,5946,6247,†,†
GEN GEORGE PATTON SD 133,Illinois,28245,29932,26038,24827,23779,20628,20785
GENERAL BROWN CENTRAL SCHOOL DISTRICT,New York,18060,17694,17254,18637,15591,14788,13283
GENERAL MCLANE SD,Pennsylvania,18293,16312,15646,15904,16415,14101,13569
GENERAL SHAFTER ELEMENTARY,California,20111,19579,22063,53352,30735,19610,16928
GENESEE COMMUNITY CHARTER SCHOOL,New York,17589,15788,15243,–,†,†,–
GENESEE ISD,Michigan,–,†,–,–,†,†,–
