Agency Name,State Name [District] Latest available year,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2021-22,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2020-21,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2019-20,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2018-19,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2017-18,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2016-17,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2015-16
LOOP ISD,Texas,19146,19699,19752,21650,17465,23709,35391
LOPATCONG TOWNSHIP SCHOOL DISTRICT,New Jersey,30072,29124,25404,25389,23822,22228,15446
LOPEZ SCHOOL DISTRICT,Washington,26924,22241,26622,27779,25202,45045,31781
LORAIN BILINGUAL PREPARATORY ACADEMY,OHIO,10031,9739,9196,11853,†,†,†
LORAIN CITY,Ohio,19504,22730,20472,19286,18568,19520,21987
LORAIN COUNTY ESC,Ohio,–,†,–,–,†,†,–
LORAIN COUNTY JVS,Ohio,19892,†,†,†,†,†,†
LORAIN K-12 DIGITAL ACADEMY,Ohio,†,†,†,†,10370,10724,7422
LORAIN PREPARATORY ACADEMY,Ohio,10726,9974,9628,10066,9488,10430,9914
LORAINE ISD,Texas,21844,18965,17367,18753,16214,15000,17065
LORD BEACONSFIELD LANDRY-OLIVER PERRY WALKER HIGH,LOUISIANA,16816,15510,13343,13609,11350,11413,–
LORDSBURG,New Mexico,19053,23117,19218,17053,14488,15142,17496
LORDSTOWN LOCAL,Ohio,22472,19974,21839,17894,18896,16919,14469
LORENA ISD,Texas,11249,10668,11324,10558,10126,10883,10223
LORENZO ISD,Texas,22996,20830,22749,20469,22359,21032,20688
LOS ALAMITOS UNIFIED,California,18275,16238,15517,15229,12539,11669,11812
LOS ALAMOS,New Mexico,14273,14673,14772,14263,11617,12679,11991
LOS ALTOS ELEMENTARY,California,22218,20040,45831,17511,16464,15498,15151
LOS ANGELES ACADEMY OF ARTS AND ENTERPRISE DISTRICT,CALIFORNIA,18034,18611,17278,17631,†,†,†
LOS ANGELES COLLEGE PREP ACADEMY DISTRICT,CALIFORNIA,30234,21594,17133,14476,†,†,†
LOS ANGELES COUNTY OFFICE OF EDUCATION,California,381682,209069,170192,181777,62679,69951,89643
LOS ANGELES COUNTY ROP,California,–,†,–,–,†,†,–
LOS ANGELES LEADERSHIP ACADEMY DISTRICT,CALIFORNIA,24624,15884,13646,13730,†,†,†
LOS ANGELES LEADERSHIP PRIMARY ACADEMY DISTRICT,CALIFORNIA,22389,13765,14536,14622,†,†,†
LOS ANGELES UNIFIED,California,25877,21493,19933,19043,15700,15506,15150
LOS ANGELES UNIFIED ROCP,California,–,†,–,–,†,†,–
LOS BANOS UNIFIED,California,16772,15348,15282,13799,12550,12279,12971
LOS FRESNOS CISD,Texas,15163,11542,11137,10634,10397,9877,10106
LOS GATOS UNION ELEMENTARY,California,19871,18355,15129,15678,14750,13316,14969
LOS GATOS-SARATOGA UNION HIGH,California,23490,19220,18548,20384,25766,22373,21195
LOS LUNAS,New Mexico,12212,11156,11036,10385,9903,10639,9595
LOS MOLINOS UNIFIED,California,15951,14264,20830,18348,13869,13275,13277
LOS NIETOS,California,23090,20930,19152,18397,17987,15959,14256
LOS OLIVOS ELEMENTARY,California,16528,15206,17708,17346,17914,17000,14924
LOST HILLS UNION ELEMENTARY,California,37548,34913,38091,30691,16596,15499,15366
LOST RIVER CAREER COOPERATIVE,Indiana,–,†,–,–,†,†,–
LOSTANT CUSD 425,Illinois,33061,37839,38482,32841,56621,17748,28875
LOUDON COUNTY,Tennessee,11084,10908,9750,10084,9923,10506,10848
LOUDONVILLE-PERRYSVILLE EXEMPTED VILLAGE,Ohio,17645,15247,14409,14727,13974,12628,12371
LOUDOUN COUNTY PUBLIC SCHOOLS,Virginia,20784,18921,17858,17167,15604,17344,15601
LOUISA COUNTY PUBLIC SCHOOLS,Virginia,15878,14891,13485,13669,13247,12290,12476
LOUISA-MUSCATINE COMM SCHOOL DISTRICT,Iowa,13071,13681,12418,12068,12961,12928,11890
LOUISBURG,Kansas,21744,24143,10562,11156,12461,9669,9172
LOUISE ISD,Texas,15280,13923,13034,11943,11688,11670,9109
LOUISIANA ACHIEVEMENT CHARTER ACADEMIES INC.,LOUISIANA,†,†,†,†,†,†,†
LOUISIANA KEY ACADEMY,Louisiana,†,†,†,†,†,†,†
LOUISIANA KEY ACADEMY BATON ROUGE,LOUISIANA,15523,15646,14161,13885,13581,14681,12494
LOUISIANA R-II,Missouri,11978,11061,11260,13468,11439,9747,9341
LOUISIANA SCHOOL FOR MATH SCIENCE & THE ARTS,Louisiana,32864,27101,25793,24972,25178,26076,25567
LOUISIANA SPECIAL EDUCATION CENTER,Louisiana,†,†,–,–,†,†,–
LOUISIANA VIRTUAL CHARTER ACADEMY,LOUISIANA,10713,9234,9485,8760,8124,8610,8073
LOUISVILLE CITY,Ohio,12818,11695,11401,11112,10935,10658,10361
LOUISVILLE MUNICIPAL SCHOOL DIST,Mississippi,11974,10737,10003,9995,11060,9433,9455
LOUISVILLE PUBLIC SCHOOLS,Nebraska,14248,15056,12866,13166,12178,12659,12231
LOUP CITY PUBLIC SCHOOLS,Nebraska,17208,17354,15548,16542,16725,14953,15443
LOUP COUNTY PUBLIC SCHOOLS,Nebraska,36541,33689,32284,35643,33116,31530,31152
LOVEJOY ISD,Texas,15000,12908,13094,14840,14844,14523,16210
LOVELADY ISD,Texas,21206,20717,12992,11182,11155,10041,10921
LOVELAND CITY,Ohio,14088,13365,12999,13347,12145,11470,10941
LOVEWORKS ACADEMY FOR ARTS,Minnesota,22836,18517,20084,22006,18913,16459,16714
LOVING,New Mexico,20066,16128,13204,12400,12467,15217,14360
LOVINGTON,New Mexico,14739,13002,11648,11067,9971,11377,14291
LOWELL,Massachusetts,27720,23462,22299,20842,18171,17328,16823
LOWELL AREA SCHOOLS,Michigan,19092,18364,15465,13070,12131,11824,11857
LOWELL COMMUNITY CHARTER PUBLIC (DISTRICT),Massachusetts,19987,16822,16069,15456,15262,15269,14994
LOWELL JOINT,California,17517,15573,11869,10642,10173,10012,9377
LOWELL MIDDLESEX ACADEMY CHARTER (DISTRICT),Massachusetts,25473,19648,21200,23451,21396,18489,18895
LOWELL PUBLIC SCHOOLS,Maine,–,†,–,–,†,†,–
LOWELL SCHOOL DISTRICT,Vermont,24750,22266,19895,16954,17009,18481,16897
LOWELL SD 71,Oregon,12941,12184,23288,15960,12038,13029,15208
LOWELLVILLE LOCAL,Ohio,14190,13281,12747,12572,12301,11227,10283
LOWER CAPE MAY REGIONAL SCHOOL DISTRICT,New Jersey,33126,28303,26302,27991,26490,26621,22730
LOWER DAUPHIN SD,Pennsylvania,18394,17631,16601,17109,16207,15657,15558
LOWER KUSKOKWIM SCHOOL DISTRICT,Alaska,50669,49910,42870,42503,39652,42248,40082
LOWER MERION SD,Pennsylvania,38384,34861,32633,28867,28248,29146,28329
LOWER MORELAND TOWNSHIP SD,Pennsylvania,28264,21337,20097,20469,22150,20468,20702
LOWER PIONEER VALLEY EDUCATIONAL COLLABORATIVE,MASSACHUSETTS,–,†,–,–,†,†,†
LOWER TOWNSHIP ELEMENTARY SCHOOL DISTRICT,New Jersey,25759,23712,20724,20801,18680,21195,17856
LOWER YUKON SCHOOL DISTRICT,Alaska,41734,36787,34502,34977,33246,32029,30299
LOWNDES CO SCHOOL DIST,Mississippi,11562,10992,9686,10087,12821,16727,14497
LOWNDES COUNTY,Georgia,14361,13262,11484,10635,10299,9498,8996
LOWNDES COUNTY,Alabama,24848,18112,16788,16359,15012,13527,13507
LOWPOINT-WASHBURN CUSD 21,Illinois,18777,19790,18876,16188,16322,15755,14003
LOWREY,Oklahoma,17807,13955,11433,10882,9209,8244,10645
LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT,New York,21866,22323,20727,20475,19530,24321,20371
LOYAL SCHOOL DISTRICT,Wisconsin,18525,18106,16791,16349,14623,16034,13809
LOYALSOCK TOWNSHIP SD,Pennsylvania,17124,15092,14704,14718,14585,14742,15191
LOYSVILLE YOUTH DEV CTR,Pennsylvania,–,†,–,–,†,†,–
LPS OAKLAND R & D CAMPUS DISTRICT,CALIFORNIA,15534,13276,13392,13199,†,†,†
LSU LABORATORY SCHOOL,Louisiana,11401,10613,10855,10543,10151,9444,9566
LUBBOCK ISD,Texas,13995,13483,12135,10548,10630,10522,9938
LUBBOCK-COOPER ISD,Texas,19900,16384,16289,16494,16241,13651,13939
LUCAS LOCAL,Ohio,15519,15952,13258,11872,13360,12096,11394
LUCERNE ELEMENTARY,California,20042,28318,14710,15743,12217,12557,11710
LUCERNE VALLEY UNIFIED,California,21607,18590,16395,18390,8185,4321,4812
LUCIA MAR UNIFIED,California,17412,14724,14701,15336,13611,12019,10658
LUCK SCHOOL DISTRICT,Wisconsin,22898,18656,17652,17482,16450,17535,14880
LUDINGTON AREA SCHOOL DISTRICT,Michigan,20349,23825,13304,12416,10711,10454,10468
LUDLOW,Massachusetts,27613,30137,27527,19519,18147,17144,16592
LUDLOW CCSD 142,Illinois,28000,27196,25333,27396,20314,16525,15013
LUDLOW INDEPENDENT,Kentucky,14724,13010,11982,11939,12060,12959,11577
LUDLOW MT. HOLLY UNIFIED UNION SCHOOL DISTRICT #83,VERMONT,33395,33677,23341,20014,†,†,†
LUDLOW SCHOOL DISTRICT,Vermont,†,†,†,†,23812,23897,24310
LUEDERS-AVOCA ISD,Texas,24152,21776,21057,18458,17821,17120,14357
LUFKIN ISD,Texas,16808,17799,12565,10766,9842,9867,8993
LUIS VALDEZ LEADERSHIP ACADEMY DISTRICT,CALIFORNIA,15197,11723,12743,13121,†,†,†
LUKFATA,Oklahoma,10407,9309,9269,8337,7321,7246,7410
LULING ISD,Texas,18299,23117,16309,9783,9119,8572,8236
LUMBERTON ISD,Texas,19195,12553,9899,8054,8005,8266,7792
LUMBERTON PUBLIC SCHOOL DISTRICT,Mississippi,†,†,†,†,12906,11990,10836
LUMBERTON TOWNSHIP BOARD OF EDUCATION,New Jersey,26719,25967,24369,22443,21189,19321,18409
LUMEN PUBLIC SCHOOL,WASHINGTON,57368,70467,†,†,†,†,†
LUMEN SCHOLAR INSTITUTE,UTAH,10932,8518,9059,8523,6481,5805,5112
LUMIN EDUCATION,Texas,14464,16188,12740,13260,10907,9997,9694
LUMMI TRIBAL AGENCY,WASHINGTON,†,†,†,†,†,†,–
LUMPKIN COUNTY,Georgia,18530,14377,12156,12622,13456,10638,10621
LUNENBURG,Massachusetts,21206,18760,17455,16756,17012,27043,36128
LUNENBURG COUNTY PUBLIC SCHOOLS,Virginia,14100,12727,11392,11531,10804,10443,10635
LUNENBURG SCHOOL DISTRICT,Vermont,†,†,†,†,17294,16745,17026
LURAY 33,Missouri,†,†,†,†,†,†,†
LUSTRE ELEM,Montana,12760,12739,10250,13392,13651,13075,12042
LUTHER,Oklahoma,11870,11490,10286,9886,8606,9223,11115
LUTHER BURBANK,California,20215,18518,15002,15033,13596,14185,14402
LUTHER ELEM,Montana,32250,28417,20421,12900,11355,12167,11355
LUTIE R-VI,Missouri,20675,15842,19181,15182,15732,18675,16595
LUVERNE COMM SCHOOL DISTRICT,Iowa,60561,61400,47796,37213,13235,13339,13311
LUVERNE PUBLIC SCHOOL DISTRICT,Minnesota,18853,24975,24376,15568,13463,11600,11855
LUXEMBURG-CASCO SCHOOL DISTRICT,Wisconsin,14729,16909,23146,16681,12791,12872,10742
LUZ ACADEMY OF TUCSON INC (4427),Arizona,†,†,†,†,†,†,–
LUZERNE IU 18,Pennsylvania,–,†,–,–,†,†,–
LYCEE FRANCAIS DE LA NOUVELLE-ORLEANS,Louisiana,15067,11940,10857,12003,11881,10920,10032
LYCOMING CAREER AND TECHNOLOGY CENTER,Pennsylvania,–,†,–,–,†,†,–
LYFORD CISD,Texas,18195,15838,13932,13397,12667,13210,13034
LYLE PUBLIC SCHOOL DISTRICT,Minnesota,16621,14663,14030,15754,14611,12702,12923
LYLE SCHOOL DISTRICT,Washington,20865,18505,15209,16324,18464,15490,16315
LYMAN SCHOOL DISTRICT 42-1,South Dakota,17480,23350,28992,18214,15275,13107,13253
LYME CENTRAL SCHOOL DISTRICT,New York,26931,21788,21659,21186,21854,22811,20512
LYME SAU OFFICE,New Hampshire,†,†,†,†,†,†,–
LYME SCHOOL DISTRICT,New Hampshire,48778,40962,34005,38549,33827,21628,20471
LYNBROOK UNION FREE SCHOOL DISTRICT,New York,36639,36483,31271,29541,28574,28049,27924
LYNCH PUBLIC SCHOOLS,Nebraska,†,†,†,†,†,41667,28938
LYNCHBURG CITY PUBLIC SCHOOLS,Virginia,15827,14773,13762,13581,13396,13363,12779
LYNCHBURG-CLAY LOCAL,Ohio,17694,13794,13431,12688,11993,11406,10363
LYNCOURT UNION FREE SCHOOL DISTRICT,New York,38459,29525,26918,27113,28571,23614,24804
LYND PUBLIC SCHOOL DISTRICT,Minnesota,18689,20115,16835,20267,21242,20782,17167
LYNDEN SCHOOL DISTRICT,Washington,16819,16925,14648,13590,20773,21758,12054
LYNDHURST PUBLIC SCHOOL DISTRICT,New Jersey,26438,25232,19589,20284,19272,18832,17551
LYNDON,Kansas,15648,14908,15510,13277,12251,11608,11561
LYNDON SCHOOL DISTRICT,Vermont,†,†,†,†,14044,17134,18196
LYNDONVILLE CENTRAL SCHOOL DISTRICT,New York,25386,22987,33057,26929,22170,19707,19891
LYNN,Massachusetts,23095,20285,18376,17590,16955,16360,18013
LYNNFIELD,Massachusetts,27369,21132,19678,19013,18265,16996,16505
LYNNVILLE-SULLY COMM SCHOOL DISTRICT,Iowa,17170,14587,11841,12348,12041,11774,12257
LYNWOOD UNIFIED,California,21014,17789,15378,15306,13696,13165,12411
LYON,Nevada,13300,13298,11580,10904,11099,11710,11621
LYON COUNTY,Kentucky,17949,13510,11060,10712,10233,9746,9738
LYONS,Kansas,23461,21358,19170,18486,19327,17560,15670
LYONS CENTRAL SCHOOL DISTRICT,New York,29111,27056,29143,28275,30207,27377,27078
LYONS SD 103,Illinois,21942,17938,18009,17323,18381,15917,15330
LYONS TWP HSD 204,Illinois,26587,26559,27995,25179,24328,23596,24710
LYONS-DECATUR NORTHEAST SCHS,Nebraska,20862,20781,17848,17592,18122,17658,18116
LYTLE ISD,Texas,13096,15267,13311,10246,10089,11024,10881
M.E.T.S. CHARTER SCHOOL,New Jersey,†,†,–,659353,13219,15381,16248
MA ACADEMY FOR MATH AND SCIENCE,Massachusetts,–,†,–,–,†,†,–
MAAC COMMUNITY CHARTER DISTRICT,CALIFORNIA,18079,13360,17080,15607,†,†,†
MABANK ISD,Texas,11456,11174,10989,10225,10133,12284,9562
MABEL-CANTON PUBLIC SCHOOL DISTRICT,Minnesota,29423,15349,15357,13120,13201,10633,12120
MABTON SCHOOL DISTRICT,Washington,19278,17761,15216,15208,14811,12068,11426
MACCRAY SCHOOL DISTRICT,Minnesota,55651,26255,16242,15665,14958,13950,14436
MACDOWELL PREPARATORY ACADEMY,Michigan,9988,9983,9961,9287,9175,8745,9239
MACHIAS PUBLIC SCHOOLS,Maine,16396,17346,12373,13205,12235,21521,20004
MACHIASPORT PUBLIC SCHOOLS,Maine,20282,19341,17585,17853,16720,11283,10208
MACKAY JOINT DISTRICT,Idaho,12140,13639,11719,10836,9704,9721,11051
MACKINAC ISLAND PUBLIC SCHOOLS,Michigan,41962,39949,30657,29433,28373,27787,22948
MACKINAC PREPARATORY ACADEMY,Michigan,†,†,†,†,†,†,–
MACKINAW CITY PUBLIC SCHOOLS,Michigan,21813,22333,18021,17614,17124,16579,15183
MACKS CREEK R-V,Missouri,13927,11248,12661,10620,11038,14889,13501
MACKSVILLE,Kansas,21739,22130,20197,18396,16850,16460,16923
MACOMB,Oklahoma,12875,12606,11474,11000,9678,9213,8569
MACOMB ACADEMY,Michigan,31222,20550,29054,45692,25565,25132,19274
MACOMB CUSD 185,Illinois,21159,21270,18816,16676,15891,13531,11770
MACOMB ISD,Michigan,–,†,–,–,†,†,–
MACOMB MONTESSORI ACADEMY,Michigan,12113,10016,10623,11219,9488,8240,10048
MACON CO. R-I,Missouri,13369,10474,11467,10518,10008,10040,9808
MACON CO. R-IV,Missouri,22979,18204,19917,15270,17612,16901,14634
MACON COUNTY,Georgia,18998,14128,15379,13748,20873,16720,11178
MACON COUNTY,Alabama,18797,15468,13807,13227,13179,12961,12455
MACON COUNTY,Tennessee,11210,11726,9320,9537,8779,8435,8607
MACON COUNTY SCHOOLS,North Carolina,15639,12089,11276,11014,10206,10352,10602
MACON-PIATT SPEC EDUC JNT AGR,Illinois,–,†,–,–,†,†,–
MACON/PIATT ROE,Illinois,–,†,–,–,†,†,–
MACONAQUAH SCHOOL CORP,Indiana,14227,11046,10729,10658,10292,10035,9491
MACWAHOC PLT SCHOOL DEPT,Maine,–,†,–,–,†,†,–
MAD RIVER LOCAL,Ohio,14436,15394,13640,13035,12790,12282,12082
MADAWASKA PUBLIC SCHOOLS,Maine,21957,21516,17120,16810,16965,16667,16262
MADDOCK 9,North Dakota,20873,19901,22279,19333,22289,19925,17393
MADEIRA CITY,Ohio,14919,18617,14328,15647,14944,14277,13525
MADELIA PUBLIC SCHOOL DISTRICT,Minnesota,15968,14992,14124,14340,14965,15472,13677
MADERA COUNTY SUPERINTENDENT OF SCHOOLS,California,97438,77740,79411,79317,60057,53790,51654
MADERA UNIFIED,California,17180,16745,18583,18654,13532,13584,11246
MADILL,Oklahoma,12848,11077,10078,8895,8031,7341,8745
MADISON,Florida,13102,10970,10047,11104,10037,10503,14045
MADISON,Montana,–,†,†,†,†,†,†
MADISON ACADEMY,Michigan,18335,17336,17360,18075,17764,16977,14696
MADISON AREA ED SPEC SRV UNIT,Indiana,–,†,–,–,†,†,–
MADISON AVENUE SCHOOL OF ARTS,Ohio,14816,11193,11489,10785,10920,10486,10345
MADISON C-3,Missouri,13674,13324,12122,10481,9922,10913,9472
MADISON CENTRAL SCHOOL DISTRICT,New York,25068,21977,22291,29957,30472,21715,20871
MADISON CENTRAL SCHOOL DISTRICT 39-2,South Dakota,11180,11501,10435,9651,9720,10104,9240
MADISON CITY,Alabama,14105,15603,12402,10535,10795,10075,10104
MADISON CO CAREER & TECH ED SYS,Illinois,–,†,–,–,†,†,–
MADISON CO REG I SPEC EDUC COOP,Illinois,–,†,–,–,†,†,–
MADISON CO SCHOOL DIST,Mississippi,11926,11746,11159,10324,10700,10322,10175
MADISON CONSOLIDATED SCHOOLS,Indiana,16868,13054,14316,14415,12744,11465,10653
MADISON COUNTY,Kentucky,15043,12234,10541,10718,11493,9324,9253
MADISON COUNTY,Tennessee,11117,11390,10550,11139,10303,9893,9433
MADISON COUNTY,Alabama,11512,11174,11330,11066,9858,9605,9544
MADISON COUNTY,Georgia,14158,14073,12717,12139,11970,11247,11395
MADISON COUNTY PUBLIC SCHOOLS,Virginia,15457,14009,14109,13003,12965,11917,11608
MADISON COUNTY SCHOOLS,North Carolina,16807,14047,12563,12648,11454,11149,10423
MADISON COUNTY VOC ADJ COUNSELING,Illinois,–,†,–,†,†,†,†
MADISON CUSD 12,Illinois,21846,20961,17964,84782,24386,19469,16595
MADISON DISTRICT,Idaho,8846,8383,8433,10367,7224,6697,6694
MADISON DISTRICT PUBLIC SCHOOLS,Michigan,18093,15595,14909,15222,14277,14848,11561
MADISON ELEMENTARY DISTRICT (4270),Arizona,13461,12906,12512,12250,14189,10457,11918
MADISON HIGHLAND PREP (91935),ARIZONA,11019,9583,9122,8790,8782,8207,7427
MADISON HIGHLAND PREP PHOENIX (1001521),ARIZONA,†,†,†,†,†,†,†
MADISON LOCAL,Ohio,16150,16407,13773,13635,13492,13073,11999
MADISON LOCAL,Ohio,14115,13300,12392,11920,11377,10362,10047
MADISON LOCAL,Ohio,11195,11314,10843,10518,9883,9605,9160
MADISON METROPOLITAN SCHOOL DISTRICT,Wisconsin,20303,17320,16933,16427,15965,15601,15603
MADISON PARISH,Louisiana,24668,20175,15430,14009,13854,13618,13802
MADISON PUBLIC SCHOOL DISTRICT,New Jersey,25460,22736,22760,21926,21183,19574,19742
MADISON PUBLIC SCHOOLS,Nebraska,17727,16428,21345,18216,17349,16768,17181
MADISON ROE,Illinois,†,†,–,–,†,†,–
MADISON SCHOOL DISTRICT,New Hampshire,77114,52504,47930,59721,50403,21353,20744
MADISON SCHOOL DISTRICT,Connecticut,28988,27584,25531,25131,23246,21812,20700
MADISON SCHOOL DISTRICT (LENAWEE),Michigan,13111,12525,12009,11904,11121,10972,10550
MADISON-CARVER ACADEMY,Michigan,13441,10364,10202,9741,9892,9453,9795
MADISON-CHAMPAIGN ESC,Ohio,–,†,–,–,†,†,–
MADISON-GRANT UNITED SCHOOL CORP,Indiana,14236,13624,13687,12595,10845,10513,9967
MADISON-ONEIDA BOCES,New York,†,†,†,†,†,†,†
MADISON-PLAINS LOCAL,Ohio,15464,14913,13259,12945,13152,12940,13033
MADISON-TALLULAH EDUCATION CENTER,Louisiana,†,†,†,†,†,†,†
MADISON-VIRGIL,Kansas,17434,18274,18162,16534,15954,16504,13876
MADISONVILLE CISD,Texas,13858,12192,10570,10200,11392,16482,11150
MADISONVILLE SMART ELEMENTARY,Ohio,†,†,†,10205,11518,9400,9067
MADRID COMM SCHOOL DISTRICT,Iowa,19337,16789,12253,11837,11372,11257,12059
MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,New York,31550,24645,22682,21506,21799,23928,21642
MAEF PUBLIC CHARTER SCHOOLS,ALABAMA,16565,14130,10525,9373,9918,†,†
MAERCKER SD 60,Illinois,22682,21869,34980,27061,18240,17222,16812
MAGAZINE SCHOOL DISTRICT,Arkansas,12846,10909,9951,10517,10646,10770,9941
MAGDALENA,New Mexico,30836,26701,21915,20151,17610,19008,19712
MAGELLAN CHARTER,North Carolina,11380,10133,9579,9281,8693,8362,8145
MAGGIE L. WALKER GOVERNOR'S SCHOOL,Virginia,–,†,–,–,†,†,†
MAGIC CITY ACCEPTANCE ACADEMY,ALABAMA,18239,†,†,†,†,†,†
MAGNET COVE SCHOOL DIST.,Arkansas,24318,16993,10599,10905,10216,9442,13396
MAGNOLIA ELEMENTARY,California,19294,15433,15161,15413,17592,13776,12591
MAGNOLIA GROVE SCHOOL,Mississippi,†,†,†,†,†,†,–
MAGNOLIA ISD,Texas,11422,11446,10378,10279,11419,16253,9836
MAGNOLIA SCHOOL DISTRICT,New Jersey,26356,23188,21456,22355,20991,29375,30357
MAGNOLIA SCHOOL DISTRICT,Arkansas,13283,14451,13984,13324,10864,9984,9679
MAGNOLIA SCIENCE ACADEMY 2 DISTRICT,CALIFORNIA,13621,11892,11156,12444,†,†,†
MAGNOLIA SCIENCE ACADEMY 3 DISTRICT,CALIFORNIA,16966,13885,12527,11986,†,†,†
MAGNOLIA SCIENCE ACADEMY 4 DISTRICT,CALIFORNIA,20550,17440,16328,13011,†,†,†
MAGNOLIA SCIENCE ACADEMY 5 DISTRICT,CALIFORNIA,14028,12228,11274,11520,†,†,†
MAGNOLIA SCIENCE ACADEMY 6 DISTRICT,CALIFORNIA,20952,10840,11784,10154,†,†,†
MAGNOLIA SCIENCE ACADEMY 7 DISTRICT,CALIFORNIA,15936,13415,11815,12773,†,†,†
MAGNOLIA SCIENCE ACADEMY BELL DISTRICT,CALIFORNIA,15931,12650,10759,11193,†,†,†
MAGNOLIA SCIENCE ACADEMY DISTRICT,CALIFORNIA,14861,12438,13097,14658,†,†,†
MAGNOLIA SCIENCE ACADEMY SAN DIEGO DISTRICT,CALIFORNIA,11758,9961,9632,10285,†,†,†
MAGNOLIA SCIENCE ACADEMY SANTA ANA DISTRICT,CALIFORNIA,17478,13061,12269,10984,†,†,†
MAGNOLIA UNION ELEMENTARY,California,12837,12060,11275,14085,11183,9904,9540
MAGOFFIN COUNTY,Kentucky,13842,13721,12289,11924,11824,12949,20055
MAHANOY AREA SD,Pennsylvania,21224,22177,22169,19032,18072,17341,17861
MAHNOMEN PUBLIC SCHOOL DISTRICT,Minnesota,17926,17646,16321,20458,24971,17343,16118
MAHOMET-SEYMOUR CUSD 3,Illinois,10720,10431,9834,11165,13332,12834,10327
MAHONING CO CAREER & TECH CTR,Ohio,26082,†,†,†,†,†,†
MAHONING COUNTY HIGH SCHOOL,Ohio,29592,19098,24642,13957,10200,11322,10558
MAHONING VALLEY OPPORTUNITY CENTER,Ohio,†,†,†,†,†,11971,10486
MAHOPAC CENTRAL SCHOOL DISTRICT,New York,36462,32091,30302,30026,28332,27155,26550
MAHTOMEDI PUBLIC SCHOOL DISTRICT,Minnesota,16455,14475,13797,13811,14605,14734,13362
MAHWAH TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,32861,28511,26994,27605,24753,23375,21597
MAIDSTONE SCHOOL DISTRICT,Vermont,†,†,†,†,†,†,–
MAIN PREPARATORY ACADEMY,Ohio,16495,10433,10522,10945,11860,13509,10099
MAINE ACADEMY OF NATURAL SCIENCES,Maine,17080,17082,15801,15347,16371,15408,14119
MAINE ARTS ACADEMY,MAINE,12723,14805,12652,10966,10876,13387,†
MAINE CONNECTIONS ACADEMY,MAINE,11832,11238,10944,9926,9608,9015,8397
MAINE CONSOLIDATED SCHOOL DISTRICT (4199),Arizona,23681,20600,19414,23481,21085,17000,15590
MAINE OCEAN SCHOOL,MAINE,–,13522,20500,19167,†,†,†
MAINE TOWNSHIP HSD 207,Illinois,36226,47986,33837,28629,27892,28697,25488
MAINE VIRTUAL ACADEMY,MAINE,11268,11600,11164,9661,8090,7831,8057
MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,New York,22696,26325,21848,19963,22296,20722,20952
MAINLAND PREPARATORY ACADEMY,Texas,†,†,†,†,†,†,†
MAINLAND REGIONAL HIGH SCHOOL,New Jersey,30341,26458,26007,25508,24728,23374,22965
MAIZE,Kansas,15375,12605,10533,10144,12711,13800,13463
MAIZE SPECIAL EDUCATION COOPERATIVE,KANSAS,†,†,†,†,†,†,†
MAKING COMMUNITY CONNECTIONS CHARTER SCHOOL,New Hampshire,–,†,–,–,†,†,–
MAKING WAVES ACADEMY DISTRICT,CALIFORNIA,21268,18907,20400,19591,†,†,†
MALAKOFF ISD,Texas,18930,15744,13213,13590,12514,12830,14837
MALCOLM PUBLIC SCHOOLS,Nebraska,14081,12303,12459,15845,16923,12875,12533
MALDEN,Massachusetts,21775,21192,19513,18582,17944,17253,16724
MALDEN CCSD 84,Illinois,19442,22351,17750,13990,15747,18207,16414
MALDEN R-I,Missouri,12261,10861,9365,10979,10339,9746,9867
MALHEUR COUNTY SD 51,Oregon,–,†,–,–,†,†,–
MALHEUR ESD REGION 14,Oregon,–,†,–,–,†,†,–
MALLARD CREEK STEM ACADEMY,NORTH CAROLINA,11139,8526,9201,9601,8836,7896,†
MALMBORG ELEM,Montana,25571,16900,12333,20000,23000,36000,18000
MALONE CENTRAL SCHOOL DISTRICT,New York,29004,23549,23394,23192,22449,22587,25181
MALONE ISD,Texas,16843,14418,12107,11910,10589,10681,11938
MALTA BEND R-V,Missouri,25714,23176,22099,21622,18116,21895,24091
MALTA ISD,Texas,10361,7708,7254,7131,7107,7591,10017
MALTA K-12 SCHOOLS,Montana,13847,15156,14082,13447,13335,12333,12883
MALVERN SCHOOL DISTRICT,Arkansas,14496,14145,17100,14015,11246,11028,11526
MALVERNE UNION FREE SCHOOL DISTRICT,New York,37026,33051,37145,38344,35284,33525,31711
MAMARONECK UNION FREE SCHOOL DISTRICT,New York,30648,25735,24515,24844,24491,24377,24968
MAMMOTH SPRING SCHOOL DISTRICT,Arkansas,13399,12018,10227,10497,11065,11316,10751
MAMMOTH UNIFIED,California,28502,31167,16334,15641,14344,14530,14535
